cons.conf.idx,cons.price.idx,contact,day_of_week,default,emp.var.rate,euribor3m,housing,loan,marital,month,nr.employed,poutcome,profession,responded,schooling,campaign1,custAge1,pastEmail1,pcontacted_pdays,pContacted_previous
-36.1,93.444,cellular,tue,unknown,1.4,4.966,yes,yes,married,aug,5228.1,nonexistent,blue-collar,no,other,6,54.0,no,True,no
-41.8,94.465,telephone,fri,unknown,1.4,4.967,yes,no,married,jun,5228.1,nonexistent,admin.,no,other,3,39.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,yes,yes,married,aug,5228.1,nonexistent,admin.,no,university.degree,2,30.0,no,True,no
-36.4,93.994,telephone,fri,unknown,1.1,4.859,no,no,married,may,5191.0,nonexistent,management,no,other,1,28.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,technician,no,professional.course,5,39.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,management,no,university.degree,7+,42.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.859,no,no,married,may,5191.0,nonexistent,management,no,other,2,42.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,yes,married,aug,5228.1,nonexistent,technician,no,university.degree,1,30.0,no,True,no
-50.0,92.84299999999999,cellular,wed,no,-1.8,1.663,yes,yes,divorced,mar,5099.1,nonexistent,retired,no,basic.4y,2,45.0,no,True,no
-47.1,93.075,cellular,mon,unknown,-1.8,1.405,no,no,divorced,apr,5099.1,failure,technician,no,professional.course,2,43.0,yes,True,yes
-46.2,92.89299999999999,cellular,thu,no,-1.8,1.327,no,no,married,may,5099.1,failure,blue-collar,no,professional.course,2,42.0,yes,True,yes
-36.1,93.444,cellular,tue,no,1.4,4.966,yes,no,married,aug,5228.1,nonexistent,blue-collar,no,basic.9y,1,48.0,no,True,no
-42.0,93.2,cellular,wed,no,-0.1,4.12,no,no,married,nov,5195.8,nonexistent,self-employed,no,other,1,40.0,no,True,no
-36.1,93.444,cellular,unknown,no,1.4,4.966,no,no,married,aug,5228.1,nonexistent,management,no,university.degree,3,53.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.8660000000000005,unknown,unknown,single,jun,5228.1,nonexistent,self-employed,no,university.degree,3,33.0,no,True,no
-47.1,93.075,cellular,fri,no,-1.8,1.405,no,no,single,apr,5099.1,nonexistent,admin.,yes,university.degree,1,22.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,no,no,single,may,5099.1,nonexistent,services,no,high.school,1,40.0,no,True,no
-42.7,93.91799999999999,telephone,wed,unknown,1.4,4.957,yes,no,single,jul,5228.1,nonexistent,blue-collar,no,basic.4y,6,46.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.856,no,yes,married,may,5191.0,nonexistent,services,no,high.school,2,39.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,housemaid,no,basic.4y,2,46.0,no,True,no
-42.7,93.91799999999999,telephone,mon,unknown,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,management,no,other,7+,49.0,no,True,no
-36.1,93.444,cellular,unknown,no,1.4,4.963,no,yes,divorced,aug,5228.1,nonexistent,admin.,no,university.degree,1,31.0,no,True,no
-42.0,93.2,telephone,tue,no,-0.1,4.7,yes,yes,married,nov,5195.8,nonexistent,management,no,university.degree,1,42.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.859,no,no,married,may,5191.0,nonexistent,student,no,university.degree,2,28.0,no,True,no
-40.8,92.963,cellular,mon,no,-2.9,1.281,yes,no,single,jun,5076.2,success,blue-collar,yes,high.school,2,27.0,yes,False,yes
-47.1,93.075,cellular,mon,no,-1.8,1.405,yes,no,single,apr,5099.1,nonexistent,admin.,no,university.degree,3,31.0,no,True,no
-47.1,93.075,cellular,thu,unknown,-1.8,1.41,yes,no,married,apr,5099.1,nonexistent,blue-collar,no,basic.9y,3,31.0,no,True,no
-40.3,94.215,cellular,mon,no,-1.7,0.87,yes,no,divorced,jul,4991.6,nonexistent,unemployed,yes,basic.4y,6,45.0,no,True,no
-36.1,93.444,cellular,unknown,unknown,1.4,4.968,no,no,married,aug,5228.1,nonexistent,blue-collar,no,basic.9y,2,48.0,no,True,no
-47.1,93.075,cellular,thu,no,-1.8,1.365,yes,no,divorced,apr,5099.1,failure,technician,yes,high.school,1,48.0,no,True,yes
-41.8,94.465,telephone,mon,no,1.4,4.961,no,yes,married,jun,5228.1,nonexistent,blue-collar,no,other,2,33.0,no,True,no
-36.1,93.444,cellular,tue,no,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,technician,no,professional.course,1,31.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,no,single,nov,5195.8,nonexistent,management,no,university.degree,1,31.0,no,True,no
-36.4,93.994,telephone,thu,unknown,1.1,4.855,yes,no,married,may,5191.0,nonexistent,blue-collar,no,basic.9y,1,42.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.864,yes,no,married,may,5191.0,nonexistent,technician,no,other,7+,44.0,no,True,no
-42.0,93.2,cellular,thu,unknown,-0.1,4.0760000000000005,yes,no,married,nov,5195.8,nonexistent,blue-collar,no,other,2,42.0,no,True,no
-36.4,93.994,telephone,fri,unknown,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,1,55.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.864,no,no,divorced,may,5191.0,nonexistent,blue-collar,no,other,2,59.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,admin.,no,other,1,50.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.965,no,no,married,aug,5228.1,nonexistent,blue-collar,no,other,2,52.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.968,no,no,married,aug,5228.1,nonexistent,admin.,no,other,1,31.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,no,yes,married,may,5191.0,nonexistent,management,no,university.degree,1,58.0,no,True,no
-29.8,92.37899999999999,cellular,wed,no,-3.4,0.7809999999999999,yes,yes,married,sep,5017.5,nonexistent,services,yes,high.school,3,42.0,no,True,no
-31.4,92.20100000000001,cellular,unknown,no,-2.9,0.873,no,no,married,aug,5076.2,nonexistent,blue-collar,no,basic.9y,1,41.0,no,True,no
-37.5,94.199,cellular,thu,no,-1.1,0.879,yes,no,single,sep,4963.6,success,unemployed,yes,high.school,1,36.0,yes,False,yes
-42.7,93.91799999999999,cellular,fri,unknown,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,technician,no,other,4,56.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.957,no,no,married,jul,5228.1,nonexistent,blue-collar,no,professional.course,2,29.0,no,True,no
-31.4,92.20100000000001,cellular,fri,no,-2.9,0.8690000000000001,no,no,married,aug,5076.2,nonexistent,unemployed,no,other,3,45.0,no,True,no
-36.1,93.444,cellular,tue,unknown,1.4,4.963,yes,no,married,aug,5228.1,nonexistent,technician,no,other,1,32.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,yes,single,may,5191.0,nonexistent,student,no,high.school,1,35.0,no,True,no
-36.4,93.994,telephone,mon,unknown,1.1,4.857,yes,no,married,may,5191.0,nonexistent,blue-collar,no,other,2,50.0,no,True,no
-41.8,94.465,telephone,wed,no,1.4,4.959,no,no,married,jun,5228.1,nonexistent,blue-collar,no,basic.6y,1,31.0,no,True,no
-47.1,93.075,cellular,mon,no,-1.8,1.405,no,yes,divorced,apr,5099.1,nonexistent,blue-collar,no,other,5,51.0,no,True,no
-36.4,93.994,telephone,thu,unknown,1.1,4.86,yes,no,divorced,may,5191.0,nonexistent,retired,no,other,1,56.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,no,no,single,may,5191.0,nonexistent,admin.,no,other,3,33.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.8580000000000005,no,no,divorced,may,5191.0,nonexistent,admin.,no,other,2,43.0,no,True,no
-42.0,93.2,cellular,tue,unknown,-0.1,4.1530000000000005,yes,no,married,nov,5195.8,nonexistent,unemployed,no,other,1,42.0,no,True,no
-42.7,93.91799999999999,telephone,mon,unknown,1.4,4.96,no,yes,divorced,jul,5228.1,nonexistent,blue-collar,no,basic.6y,2,44.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.962,yes,no,single,jul,5228.1,nonexistent,technician,no,university.degree,4,31.0,no,True,no
-38.3,94.027,telephone,fri,no,-1.7,0.89,yes,yes,single,aug,4991.6,nonexistent,admin.,no,other,1,39.0,no,True,no
-42.7,93.91799999999999,cellular,fri,no,1.4,4.957,no,no,single,jul,5228.1,nonexistent,entrepreneur,no,basic.9y,1,25.0,no,True,no
-46.2,92.89299999999999,telephone,fri,no,-1.8,1.25,yes,no,single,may,5099.1,nonexistent,services,no,high.school,7+,33.0,no,True,no
-49.5,94.601,telephone,wed,no,-1.1,0.985,yes,no,married,oct,4963.6,failure,technician,no,university.degree,1,42.0,yes,True,yes
-40.8,92.963,telephone,thu,no,-2.9,1.26,yes,no,divorced,jun,5076.2,nonexistent,services,no,high.school,1,42.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,no,single,nov,5195.8,nonexistent,admin.,no,other,2,29.0,no,True,no
-33.0,92.713,cellular,wed,no,-3.0,0.715,no,no,married,dec,5023.5,success,management,yes,other,2,64.0,yes,False,yes
-42.7,93.91799999999999,telephone,wed,no,1.4,4.957,no,no,single,jul,5228.1,nonexistent,blue-collar,no,basic.9y,1,31.0,no,True,no
-42.7,93.91799999999999,cellular,tue,unknown,1.4,4.961,no,no,married,jul,5228.1,nonexistent,services,no,high.school,2,45.0,no,True,no
-42.7,93.91799999999999,cellular,fri,unknown,1.4,4.962,no,no,married,jul,5228.1,nonexistent,technician,no,other,2,37.0,no,True,no
-30.1,92.649,cellular,wed,no,-3.4,0.715,yes,no,divorced,nov,5017.5,nonexistent,retired,yes,basic.6y,1,45.0,no,True,no
-47.1,93.075,cellular,fri,no,-1.8,1.479,no,no,married,apr,5099.1,failure,entrepreneur,no,high.school,1,39.0,yes,True,yes
-42.7,93.91799999999999,cellular,mon,no,1.4,4.96,no,yes,married,jul,5228.1,nonexistent,services,no,basic.6y,2,52.0,no,True,no
-42.7,93.91799999999999,cellular,fri,no,1.4,4.963,no,no,single,jul,5228.1,nonexistent,blue-collar,no,basic.9y,2,29.0,no,True,no
-36.1,93.444,cellular,thu,unknown,1.4,4.968,no,yes,married,aug,5228.1,nonexistent,housemaid,no,other,2,37.0,no,True,no
-41.8,94.465,telephone,thu,no,1.4,4.8660000000000005,unknown,unknown,married,jun,5228.1,nonexistent,entrepreneur,no,university.degree,7+,37.0,no,True,no
-42.7,93.91799999999999,cellular,wed,no,1.4,4.962,yes,no,divorced,jul,5228.1,nonexistent,blue-collar,no,basic.9y,3,45.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,divorced,may,5191.0,nonexistent,admin.,no,university.degree,3,40.0,no,True,no
-41.8,94.465,telephone,tue,no,1.4,4.864,yes,no,married,jun,5228.1,nonexistent,blue-collar,no,basic.9y,3,42.0,no,True,no
-47.1,93.075,cellular,fri,no,-1.8,1.405,yes,no,married,apr,5099.1,nonexistent,management,no,university.degree,1,34.0,no,True,no
-36.4,93.994,telephone,unknown,unknown,1.1,4.857,no,no,married,may,5191.0,nonexistent,admin.,no,high.school,2,38.0,no,True,no
-33.0,92.713,cellular,mon,no,-3.0,0.7170000000000001,yes,no,married,dec,5023.5,failure,technician,yes,high.school,1,50.0,yes,True,yes
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,no,no,single,jul,5228.1,nonexistent,technician,no,professional.course,5,31.0,no,True,no
-40.8,92.963,cellular,tue,no,-2.9,1.262,no,no,single,jun,5076.2,nonexistent,student,no,other,1,24.0,no,True,no
-41.8,94.465,telephone,unknown,no,1.4,4.961,yes,no,married,jun,5228.1,nonexistent,technician,yes,professional.course,2,42.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.244,yes,no,married,may,5099.1,nonexistent,blue-collar,no,professional.course,1,32.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.857,no,no,married,may,5191.0,nonexistent,blue-collar,no,other,3,48.0,no,True,no
-41.8,94.465,telephone,tue,no,1.4,4.864,yes,no,single,jun,5228.1,nonexistent,blue-collar,no,high.school,5,27.0,no,True,no
-47.1,93.075,cellular,fri,unknown,-1.8,1.405,yes,no,married,apr,5099.1,failure,blue-collar,no,basic.4y,2,42.0,yes,True,yes
-46.2,92.89299999999999,cellular,unknown,no,-1.8,1.3130000000000002,yes,no,divorced,may,5099.1,nonexistent,management,no,university.degree,2,45.0,no,True,no
-36.1,93.444,cellular,wed,no,1.4,4.9639999999999995,no,no,married,aug,5228.1,nonexistent,management,no,university.degree,2,54.0,no,True,no
-38.3,94.027,cellular,unknown,no,-1.7,0.904,no,no,divorced,aug,4991.6,success,admin.,yes,university.degree,3,45.0,yes,False,yes
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,yes,single,may,5191.0,nonexistent,admin.,no,other,2,33.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,yes,single,nov,5195.8,nonexistent,admin.,no,other,1,32.0,no,True,no
-36.4,93.994,telephone,thu,unknown,1.1,4.855,no,yes,married,may,5191.0,nonexistent,admin.,no,high.school,1,48.0,no,True,no
-40.8,92.963,cellular,wed,no,-2.9,1.244,yes,no,single,jun,5076.2,failure,admin.,no,university.degree,3,33.0,yes,True,yes
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.354,yes,no,married,may,5099.1,nonexistent,blue-collar,no,basic.4y,3,35.0,no,True,no
-46.2,92.89299999999999,cellular,unknown,no,-1.8,1.244,no,no,married,may,5099.1,nonexistent,blue-collar,no,basic.4y,3,56.0,no,True,no
-41.8,94.465,telephone,fri,no,1.4,4.959,yes,no,married,jun,5228.1,nonexistent,technician,no,professional.course,2,35.0,no,True,no
-42.7,93.91799999999999,telephone,mon,unknown,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,housemaid,no,basic.4y,3,42.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.855,no,no,married,may,5191.0,nonexistent,admin.,no,high.school,2,28.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,admin.,no,other,1,43.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.856,yes,no,married,may,5191.0,nonexistent,services,no,high.school,1,42.0,no,True,no
-40.8,92.963,cellular,fri,no,-2.9,1.268,no,no,single,jun,5076.2,nonexistent,admin.,yes,high.school,2,34.0,no,True,no
-36.1,93.444,cellular,mon,no,1.4,4.97,no,no,married,aug,5228.1,nonexistent,admin.,no,other,2,39.0,no,True,no
-33.0,92.713,cellular,mon,no,-3.0,0.706,yes,yes,married,dec,5023.5,nonexistent,admin.,no,other,1,42.0,no,True,no
-36.4,93.994,telephone,tue,unknown,1.1,4.857,no,no,single,may,5191.0,nonexistent,services,no,high.school,1,50.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.291,yes,no,married,may,5099.1,failure,services,no,other,1,33.0,yes,True,yes
-36.1,93.444,cellular,mon,no,1.4,4.965,no,no,married,aug,5228.1,nonexistent,housemaid,no,other,2,42.0,no,True,no
-47.1,93.075,cellular,unknown,no,-1.8,1.483,yes,no,single,apr,5099.1,nonexistent,blue-collar,yes,high.school,2,28.0,no,True,no
-47.1,93.075,cellular,wed,no,-1.8,1.415,no,no,single,apr,5099.1,nonexistent,student,no,other,1,25.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,self-employed,no,other,4,46.0,no,True,no
-26.9,92.431,cellular,mon,no,-3.4,0.7390000000000001,no,no,married,oct,5017.5,nonexistent,management,no,basic.4y,2,36.0,no,True,no
-36.1,93.444,telephone,unknown,no,1.4,4.9639999999999995,yes,no,married,aug,5228.1,nonexistent,technician,no,other,1,29.0,no,True,no
-31.4,92.20100000000001,cellular,thu,no,-2.9,0.873,no,no,married,aug,5076.2,success,unemployed,no,high.school,4,43.0,yes,False,yes
-42.0,93.2,cellular,mon,no,-0.1,4.191,no,no,married,nov,5195.8,nonexistent,services,no,high.school,2,42.0,no,True,no
-36.1,93.444,cellular,mon,no,1.4,4.97,yes,yes,divorced,aug,5228.1,nonexistent,technician,no,other,3,45.0,no,True,no
-42.0,93.2,cellular,mon,no,-0.1,4.191,no,no,single,nov,5195.8,failure,admin.,no,university.degree,1,32.0,no,True,yes
-50.8,94.76700000000001,cellular,tue,no,-1.1,1.046,no,no,married,nov,4963.6,nonexistent,technician,yes,other,3,42.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.3130000000000002,yes,no,single,may,5099.1,nonexistent,services,no,other,2,45.0,no,True,no
-42.7,93.91799999999999,cellular,mon,no,1.4,4.96,yes,no,single,jul,5228.1,nonexistent,admin.,no,high.school,3,33.0,no,True,no
-36.4,93.994,telephone,unknown,unknown,1.1,4.86,yes,no,married,may,5191.0,nonexistent,blue-collar,no,high.school,1,42.0,no,True,no
-50.0,92.84299999999999,cellular,mon,no,-1.8,1.811,yes,yes,single,mar,5099.1,nonexistent,technician,no,other,1,33.0,no,True,no
-41.8,94.465,telephone,unknown,no,1.4,4.961,no,no,married,jun,5228.1,nonexistent,blue-collar,no,basic.4y,2,28.0,no,True,no
-47.1,93.075,cellular,unknown,no,-1.8,1.365,yes,no,single,apr,5099.1,success,unemployed,yes,basic.9y,1,48.0,yes,False,yes
-36.4,93.994,telephone,fri,unknown,1.1,4.855,yes,no,divorced,may,5191.0,nonexistent,technician,no,professional.course,2,60.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.244,no,no,married,may,5099.1,failure,services,no,high.school,1,42.0,yes,True,yes
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.244,yes,yes,married,may,5099.1,failure,services,no,high.school,1,47.0,yes,True,yes
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.2990000000000002,yes,no,married,may,5099.1,nonexistent,admin.,no,university.degree,7+,39.0,no,True,no
-42.0,93.2,telephone,unknown,no,-0.1,4.663,no,no,married,nov,5195.8,nonexistent,unknown,yes,other,1,42.0,no,True,no
-46.2,92.89299999999999,cellular,tue,no,-1.8,1.291,no,no,single,may,5099.1,nonexistent,admin.,no,university.degree,3,33.0,no,True,no
-47.1,93.075,cellular,mon,no,-1.8,1.405,no,no,married,apr,5099.1,nonexistent,technician,no,professional.course,1,38.0,no,True,no
-46.2,92.89299999999999,cellular,unknown,no,-1.8,1.2990000000000002,no,no,married,may,5099.1,nonexistent,technician,yes,university.degree,2,42.0,no,True,no
-42.7,93.91799999999999,telephone,unknown,no,1.4,4.962,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,other,1,42.0,no,True,no
-41.8,94.465,telephone,mon,no,1.4,4.96,no,no,married,jun,5228.1,nonexistent,admin.,no,other,3,42.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.968,no,no,single,jul,5228.1,nonexistent,admin.,no,university.degree,7+,36.0,no,True,no
-47.1,93.075,cellular,fri,no,-1.8,1.405,yes,no,married,apr,5099.1,nonexistent,admin.,no,university.degree,3,40.0,no,True,no
-47.1,93.075,cellular,wed,no,-1.8,1.445,no,no,married,apr,5099.1,failure,admin.,no,high.school,2,42.0,yes,True,yes
-42.7,93.91799999999999,cellular,thu,no,1.4,4.958,yes,no,married,jul,5228.1,nonexistent,retired,no,high.school,1,58.0,no,True,no
-46.2,92.89299999999999,cellular,fri,no,-1.8,1.25,yes,no,divorced,may,5099.1,nonexistent,retired,no,other,5,59.0,no,True,no
-42.7,93.91799999999999,cellular,fri,no,1.4,4.957,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.9y,1,37.0,no,True,no
-42.0,93.2,telephone,tue,no,-0.1,4.343,no,no,divorced,nov,5195.8,nonexistent,management,no,university.degree,1,47.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.2990000000000002,yes,no,married,may,5099.1,nonexistent,admin.,no,high.school,2,32.0,no,True,no
-40.8,92.963,cellular,mon,no,-2.9,1.266,no,no,single,jun,5076.2,nonexistent,technician,yes,other,1,32.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.2990000000000002,yes,no,married,may,5099.1,nonexistent,management,no,other,1,54.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.962,yes,no,married,aug,5228.1,nonexistent,unknown,no,other,3,42.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.8580000000000005,yes,no,divorced,may,5191.0,nonexistent,retired,no,high.school,3,53.0,no,True,no
-42.0,93.2,cellular,unknown,no,-0.1,4.12,yes,no,divorced,nov,5195.8,failure,services,no,other,1,33.0,yes,True,yes
-47.1,93.075,cellular,tue,no,-1.8,1.453,no,no,single,apr,5099.1,nonexistent,student,no,basic.9y,3,19.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.968,yes,no,married,jul,5228.1,nonexistent,entrepreneur,no,university.degree,1,42.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.857,no,no,married,may,5191.0,nonexistent,blue-collar,no,basic.4y,1,47.0,no,True,no
-42.7,93.91799999999999,telephone,fri,no,1.4,4.957,yes,yes,married,jul,5228.1,nonexistent,blue-collar,no,basic.9y,5,39.0,no,True,no
-36.4,93.994,telephone,wed,no,1.1,4.8580000000000005,yes,no,married,may,5191.0,nonexistent,management,no,basic.9y,5,58.0,no,True,no
-46.2,92.89299999999999,cellular,mon,unknown,-1.8,1.2990000000000002,no,no,married,may,5099.1,failure,management,no,high.school,5,42.0,yes,True,yes
-36.4,93.994,telephone,mon,no,1.1,4.8580000000000005,no,no,married,may,5191.0,nonexistent,entrepreneur,no,university.degree,7+,42.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.281,yes,no,married,may,5099.1,failure,management,no,high.school,1,42.0,no,True,yes
-36.4,93.994,telephone,fri,no,1.1,4.859,yes,no,married,may,5191.0,nonexistent,entrepreneur,no,other,3,42.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.968,yes,no,divorced,aug,5228.1,nonexistent,admin.,no,other,6,51.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,no,married,may,5191.0,nonexistent,self-employed,no,university.degree,1,41.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.963,yes,no,single,jul,5228.1,nonexistent,student,no,other,1,29.0,no,True,no
-26.9,92.431,telephone,mon,no,-3.4,0.7390000000000001,no,no,married,oct,5017.5,failure,housemaid,no,professional.course,3,54.0,yes,True,yes
-42.7,93.91799999999999,cellular,wed,no,1.4,4.962,yes,yes,married,jul,5228.1,nonexistent,admin.,no,high.school,1,34.0,no,True,no
-42.7,93.91799999999999,cellular,tue,no,1.4,4.961,yes,no,married,jul,5228.1,nonexistent,blue-collar,no,basic.4y,2,47.0,no,True,no
-42.0,93.2,cellular,unknown,no,-0.1,4.191,no,yes,married,nov,5195.8,nonexistent,blue-collar,no,basic.9y,1,36.0,no,True,no
-46.2,92.89299999999999,cellular,wed,no,-1.8,1.334,yes,no,married,may,5099.1,failure,blue-collar,no,basic.9y,2,42.0,yes,True,yes
-36.4,93.994,telephone,wed,no,1.1,4.859,yes,yes,single,may,5191.0,nonexistent,admin.,no,university.degree,2,29.0,no,True,no
-36.4,93.994,telephone,tue,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,blue-collar,no,other,1,31.0,no,True,no
-42.7,93.91799999999999,telephone,wed,no,1.4,4.963,yes,yes,married,jul,5228.1,nonexistent,management,no,other,1,42.0,no,True,no
-42.0,93.2,cellular,mon,no,-0.1,4.191,yes,no,single,nov,5195.8,nonexistent,admin.,no,university.degree,1,33.0,no,True,no
-42.0,93.2,cellular,fri,no,-0.1,4.021,yes,no,married,nov,5195.8,nonexistent,admin.,no,high.school,1,49.0,no,True,no
-30.1,92.649,cellular,thu,no,-3.4,0.7140000000000001,no,no,single,nov,5017.5,success,admin.,yes,university.degree,1,34.0,yes,False,yes
-36.4,93.994,telephone,unknown,no,1.1,4.864,no,no,married,may,5191.0,nonexistent,services,no,high.school,1,42.0,no,True,no
-36.4,93.994,telephone,unknown,no,1.1,4.856,yes,no,married,may,5191.0,nonexistent,admin.,no,university.degree,1,42.0,no,True,no
-46.2,92.89299999999999,cellular,thu,unknown,-1.8,1.266,yes,no,single,may,5099.1,nonexistent,self-employed,no,other,3,32.0,no,True,no
-41.8,94.465,telephone,fri,no,1.4,4.959,no,no,married,jun,5228.1,nonexistent,admin.,no,other,3,56.0,no,True,no
-31.4,92.20100000000001,cellular,fri,no,-2.9,0.825,yes,no,married,aug,5076.2,nonexistent,technician,no,university.degree,3,34.0,no,True,no
-38.3,94.027,telephone,mon,no,-1.7,0.888,yes,no,divorced,aug,4991.6,nonexistent,management,no,other,1,49.0,no,True,no
-36.1,93.444,cellular,wed,unknown,1.4,4.967,yes,no,single,aug,5228.1,nonexistent,admin.,no,other,3,33.0,no,True,no
-36.1,93.444,cellular,unknown,unknown,1.4,4.965,yes,no,divorced,aug,5228.1,nonexistent,admin.,no,university.degree,2,59.0,no,True,no
-42.7,93.91799999999999,cellular,thu,no,1.4,4.958,yes,no,married,jul,5228.1,nonexistent,technician,no,basic.9y,1,42.0,no,True,no
-42.7,93.91799999999999,cellular,unknown,no,1.4,4.968,yes,no,married,jul,5228.1,nonexistent,technician,no,other,1,39.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,yes,no,married,nov,5195.8,nonexistent,blue-collar,no,basic.6y,3,42.0,no,True,no
-36.4,93.994,telephone,thu,no,1.1,4.855,yes,yes,married,may,5191.0,nonexistent,admin.,no,high.school,3,42.0,no,True,no
-41.8,94.465,telephone,tue,no,1.4,4.961,yes,no,married,jun,5228.1,nonexistent,self-employed,no,basic.9y,2,35.0,no,True,no
-30.1,92.649,cellular,tue,no,-3.4,0.716,no,no,married,nov,5017.5,failure,management,no,other,3,35.0,yes,False,yes
-42.7,93.91799999999999,cellular,thu,no,1.4,4.968,no,no,single,jul,5228.1,nonexistent,admin.,no,university.degree,1,31.0,no,True,no
-46.2,92.89299999999999,cellular,mon,no,-1.8,1.2990000000000002,yes,yes,married,may,5099.1,nonexistent,blue-collar,no,other,2,44.0,no,True,no
-36.4,93.994,telephone,thu,no,1.1,4.855,no,yes,married,may,5191.0,nonexistent,technician,no,other,1,42.0,no,True,no
-26.9,92.431,cellular,tue,no,-3.4,0.728,no,no,married,oct,5017.5,nonexistent,technician,no,other,1,63.0,no,True,no
-42.0,93.2,cellular,thu,no,-0.1,4.0760000000000005,no,no,divorced,nov,5195.8,nonexistent,admin.,no,other,1,51.0,no,True,no
-36.4,93.994,telephone,fri,no,1.1,4.855,no,no,married,may,5191.0,nonexistent,services,no,basic.6y,3,36.0,no,True,no
-40.8,92.963,cellular,wed,no,-2.9,1.26,yes,no,married,jun,5076.2,success,self-employed,yes,other,1,42.0,yes,False,yes
-41.8,94.465,telephone,mon,no,1.4,4.96,no,no,married,jun,5228.1,nonexistent,admin.,no,professional.course,2,46.0,no,True,no
-36.4,93.994,telephone,mon,no,1.1,4.857,yes,no,single,may,5191.0,nonexistent,technician,no,other,2,36.0,no,True,no
-36.1,93.444,cellular,thu,no,1.4,4.962,yes,no,single,aug,5228.1,nonexistent,admin.,no,university.degree,7+,29.0,no,True,no
